種類,地区名,取引価格（総額）,坪単価,面積（㎡）,取引価格（㎡単価）,建築年,取引時築年数,西暦築年,取引年
中古マンション等,月島,85000000.0,4315384.0,65.0,1307692.0,令和2年,0.0,2020.0,2020
中古マンション等,月島,33000000.0,3629999.0,30.0,1100000.0,令和2年,0.0,2020.0,2020
中古マンション等,月島,61000000.0,3659999.0,55.0,1109090.0,平成15年,17.0,2003.0,2020
中古マンション等,月島,81000000.0,4112307.0,65.0,1246153.0,平成29年,3.0,2017.0,2020
中古マンション等,月島,53000000.0,4372500.0,40.0,1325000.0,令和2年,0.0,2020.0,2020
中古マンション等,月島,57000000.0,3419999.0,55.0,1036363.0,平成26年,6.0,2014.0,2020
中古マンション等,月島,83000000.0,4213846.0,65.0,1276923.0,令和2年,0.0,2020.0,2020
中古マンション等,月島,49000000.0,4042500.0,40.0,1225000.0,平成23年,9.0,2011.0,2020
中古マンション等,月島,40000000.0,3771428.0,35.0,1142857.0,平成23年,9.0,2011.0,2020
中古マンション等,月島,23000000.0,3795000.0,20.0,1150000.0,平成14年,18.0,2002.0,2020
中古マンション等,月島,67000000.0,3158571.0,70.0,957142.0,平成20年,12.0,2008.0,2020
中古マンション等,月島,96000000.0,3519999.0,90.0,1066666.0,平成15年,17.0,2003.0,2020
中古マンション等,月島,92000000.0,3795000.0,80.0,1150000.0,平成27年,5.0,2015.0,2020
中古マンション等,月島,36000000.0,3394285.0,35.0,1028571.0,平成16年,16.0,2004.0,2020
中古マンション等,月島,59000000.0,3244999.0,60.0,983333.0,平成25年,7.0,2013.0,2020
中古マンション等,月島,65000000.0,3574999.0,60.0,1083333.0,平成25年,7.0,2013.0,2020
中古マンション等,月島,70000000.0,3849999.0,60.0,1166666.0,平成27年,5.0,2015.0,2020
中古マンション等,月島,36000000.0,3394285.0,35.0,1028571.0,平成16年,16.0,2004.0,2020
中古マンション等,月島,66000000.0,3111428.0,70.0,942857.0,平成20年,12.0,2008.0,2020
中古マンション等,月島,62000000.0,3409999.0,60.0,1033333.0,平成15年,17.0,2003.0,2020
中古マンション等,月島,44000000.0,2639999.0,55.0,800000.0,平成8年,24.0,1996.0,2020
中古マンション等,月島,57000000.0,3134999.0,60.0,950000.0,平成10年,22.0,1998.0,2020
中古マンション等,月島,29000000.0,4785000.0,20.0,1450000.0,平成15年,17.0,2003.0,2020
中古マンション等,月島,24000000.0,3960000.0,20.0,1200000.0,平成23年,9.0,2011.0,2020
中古マンション等,月島,62000000.0,2922857.0,70.0,885714.0,昭和59年,36.0,1984.0,2020
中古マンション等,月島,24000000.0,3167999.0,25.0,960000.0,平成26年,6.0,2014.0,2020
中古マンション等,月島,42000000.0,3465000.0,40.0,1050000.0,平成16年,16.0,2004.0,2020
中古マンション等,月島,96000000.0,3727058.0,85.0,1129411.0,平成25年,7.0,2013.0,2020
中古マンション等,月島,39000000.0,2144999.0,60.0,650000.0,平成22年,10.0,2010.0,2020
中古マンション等,月島,73000000.0,3706153.0,65.0,1123076.0,令和2年,0.0,2020.0,2020
